,日期,开盘价,最高价,收盘价,最低价,成交量,价格变动,涨跌幅,5日均价,10日均价,20日均价,5日均量,10日均量,20日均量,换手率
477,2018-10-22,3.56,3.77,3.69,3.53,103726.62,0.18,5.13,3.514,3.702,4.085,70308.67,75191.62,64655.5,1.25
478,2018-10-19,3.3,3.52,3.51,3.22,65854.13,0.12,3.54,3.4819999999999998,3.762,4.124,61466.3,70053.46,61584.18,0.8
479,2018-10-18,3.51,3.52,3.39,3.33,58651.04,-0.15,-4.24,3.498,3.8560000000000003,4.173,74490.32,68065.34,60306.13,0.71
480,2018-10-17,3.5,3.55,3.54,3.41,56302.71,0.1,2.91,3.5860000000000003,3.9610000000000003,4.225,89166.11,67903.92,59059.61,0.68
481,2018-10-16,3.55,3.59,3.44,3.42,67008.86,-0.09,-2.55,3.728,4.061,4.27,85145.61,70255.75,58147.17,0.81
482,2018-10-15,3.62,3.68,3.53,3.5,59514.77,-0.06,-1.67,3.89,4.168,4.319,80074.56,67693.85,57639.83,0.72
483,2018-10-12,3.8,3.83,3.59,3.45,130974.22,-0.24,-6.27,4.042,4.27,4.371,78640.61,68217.81,57809.1,1.58
484,2018-10-11,4.01,4.11,3.83,3.83,132029.98,-0.42,-9.88,4.2139999999999995,4.361000000000001,4.422,61640.35,59539.33,54283.61,1.6
485,2018-10-10,4.26,4.31,4.25,4.22,36200.22,0.0,0.0,4.336,4.431,4.46,46641.72,53748.22,50826.69,0.44
486,2018-10-09,4.32,4.36,4.25,4.2,41653.62,-0.04,-0.93,4.394,4.453,4.478,55365.88,53948.51,51556.96,0.5
487,2018-10-08,4.43,4.43,4.29,4.28,52345.0,-0.16,-3.6,4.446000000000001,4.467,4.494,55313.15,54119.38,52740.8,0.63
488,2018-09-28,4.44,4.49,4.45,4.41,45972.94,0.01,0.23,4.498,4.485,4.51,57795.01,53114.9,52520.75,0.56
489,2018-09-27,4.53,4.57,4.44,4.44,57036.84,-0.1,-2.2,4.508,4.49,4.52,57438.32,52546.91,53907.3,0.69
490,2018-09-26,4.53,4.61,4.54,4.52,79821.02,0.03,0.67,4.526,4.489,4.535,60854.71,50215.29,54411.81,0.96
491,2018-09-25,4.53,4.54,4.51,4.49,41389.93,-0.04,-0.88,4.512,4.478,4.548,52531.14,46038.59,55733.97,0.5
492,2018-09-21,4.49,4.56,4.55,4.48,64754.33,0.05,1.11,4.488,4.47,4.56,52925.62,47585.8,58536.08,0.78
493,2018-09-20,4.51,4.53,4.5,4.46,44189.46,-0.03,-0.66,4.4719999999999995,4.471,4.564,48434.79,47400.4,58108.3,0.53
494,2018-09-19,4.45,4.53,4.53,4.39,74118.8,0.06,1.34,4.4719999999999995,4.4830000000000005,4.577,47655.51,49027.88,59346.3,0.9
495,2018-09-18,4.38,4.47,4.47,4.34,38203.16,0.08,1.82,4.452,4.488,4.582,39575.88,47905.17,58053.07,0.46
496,2018-09-17,4.49,4.49,4.39,4.37,43362.34,-0.08,-1.79,4.444,4.503,4.595,39546.05,49165.42,60045.16,0.52
497,2018-09-14,4.51,4.54,4.47,4.46,42300.2,-0.03,-0.67,4.452,4.52,4.61,42245.99,51362.22,61299.71,0.51
498,2018-09-13,4.46,4.52,4.5,4.45,40293.06,0.07,1.58,4.47,4.535,4.6160000000000005,46366.0,51926.59,62665.95,0.49
499,2018-09-12,4.43,4.48,4.43,4.41,33720.64,0.0,0.0,4.494,4.5489999999999995,4.625,50400.25,55267.69,65151.37,0.41
500,2018-09-11,4.44,4.49,4.43,4.4,38054.02,0.0,0.0,4.524,4.58,4.638,56234.45,58608.34,66590.44,0.46
501,2018-09-10,4.53,4.54,4.43,4.42,56862.02,-0.13,-2.85,4.562,4.617,4.656000000000001,58784.79,65429.35,68718.39,0.69
502,2018-09-07,4.61,4.68,4.56,4.5,62900.27,-0.06,-1.3,4.588,4.65,4.6739999999999995,60478.46,69486.36,71096.55,0.76
503,2018-09-06,4.54,4.69,4.62,4.53,60464.31,0.04,0.87,4.6,4.657,4.681,57487.17,68816.2,71193.3,0.73
504,2018-09-05,4.6,4.67,4.58,4.55,62891.64,-0.04,-0.87,4.604,4.67,4.6819999999999995,60135.13,69664.71,71913.66,0.76
505,2018-09-04,4.54,4.63,4.62,4.53,50805.69,0.06,1.32,4.636,4.676,4.678999999999999,60982.22,68200.97,71802.62,0.61
506,2018-09-03,4.59,4.63,4.56,4.46,65330.37,-0.06,-1.3,4.672,4.687,4.676,72073.92,70924.91,72455.34,0.79
507,2018-08-31,4.67,4.68,4.62,4.61,47943.86,-0.02,-0.43,4.712,4.7,4.669,78494.25,71237.19,72071.6,0.58
508,2018-08-30,4.78,4.81,4.64,4.62,73704.07,-0.1,-2.11,4.7139999999999995,4.696000000000001,4.663,80145.22,73405.32,72908.11,0.89
509,2018-08-29,4.83,4.83,4.74,4.71,67127.1,-0.06,-1.25,4.736000000000001,4.7010000000000005,4.663,79194.3,75035.05,75379.01,0.81
510,2018-08-28,4.75,4.87,4.8,4.74,106264.2,0.04,0.84,4.716,4.695,4.671,75419.73,74572.54,77464.01,1.28
511,2018-08-27,4.66,4.76,4.76,4.63,97432.04,0.13,2.81,4.702,4.694,4.675,69775.89,72007.43,74693.04,1.18
512,2018-08-24,4.7,4.73,4.63,4.63,56198.67,-0.12,-2.53,4.688,4.697,4.68,63980.12,72706.75,74296.56,0.68
513,2018-08-23,4.67,4.75,4.75,4.59,68949.47,0.11,2.37,4.678,4.704,4.698,66665.42,73570.4,76309.26,0.83
514,2018-08-22,4.74,4.74,4.64,4.64,48254.25,-0.09,-1.9,4.666,4.6930000000000005,4.713,70875.8,74162.61,76883.84,0.58
515,2018-08-21,4.65,4.78,4.73,4.65,78045.02,0.04,0.85,4.6739999999999995,4.681,4.73,73725.35,75404.27,79090.61,0.94
516,2018-08-20,4.51,4.7,4.69,4.49,68453.21,0.11,2.4,4.686,4.664,4.744,74238.97,73985.77,81620.48,0.83
517,2018-08-17,4.72,4.76,4.58,4.56,69625.14,-0.11,-2.35,4.706,4.638,4.756,81433.37,72906.01,82952.81,0.84
518,2018-08-16,4.63,4.8,4.69,4.52,90001.39,0.01,0.21,4.73,4.629,4.77,80475.37,72410.91,83615.26,1.09
519,2018-08-15,4.75,4.8,4.68,4.62,62502.0,-0.11,-2.3,4.72,4.625,4.774,77449.42,75722.98,82850.32,0.76
520,2018-08-14,4.75,4.85,4.79,4.72,80613.1,0.0,0.0,4.688,4.646,4.782,77083.19,80355.49,84476.22,0.97
521,2018-08-13,4.61,4.82,4.79,4.6,104425.22,0.09,1.92,4.6419999999999995,4.655,4.79,73732.57,77378.66,85936.99,1.26
522,2018-08-10,4.64,4.74,4.7,4.58,64835.15,0.06,1.29,4.57,4.663,4.796,64378.65,75886.37,86436.73,0.78
523,2018-08-09,4.49,4.71,4.64,4.48,74871.61,0.12,2.65,4.5280000000000005,4.692,4.803,64346.45,79048.12,86574.19,0.9
524,2018-08-08,4.56,4.63,4.52,4.48,60670.86,-0.04,-0.88,4.53,4.732,4.813,73996.53,79605.07,87785.98,0.73
525,2018-08-07,4.43,4.57,4.56,4.43,63860.01,0.13,2.94,4.604,4.7780000000000005,4.819,83627.78,82776.94,89297.34,0.77
526,2018-08-06,4.51,4.56,4.43,4.4,57655.6,-0.06,-1.34,4.668,4.823,4.836,81024.75,89255.2,89640.84,0.7
527,2018-08-03,4.65,4.68,4.49,4.46,64674.15,-0.16,-3.44,4.756,4.873,4.859,87394.1,92999.61,90881.37,0.78
528,2018-08-02,4.86,4.86,4.65,4.5,123122.05,-0.24,-4.91,4.856,4.9110000000000005,4.873,93749.8,94819.6,92752.73,1.49
529,2018-08-01,4.89,5.05,4.89,4.89,108827.11,0.01,0.2,4.934,4.923,4.875,85213.6,89977.66,91312.95,1.31
530,2018-07-31,4.87,4.92,4.88,4.84,50844.83,0.01,0.2,4.952,4.918,4.875,81926.1,88596.95,91098.09,0.61
531,2018-07-30,5.01,5.01,4.87,4.81,89502.36,-0.12,-2.4,4.978,4.9239999999999995,4.888,97485.65,94495.33,96297.48,1.08
532,2018-07-27,5.05,5.07,4.99,4.95,96452.66,-0.05,-0.99,4.99,4.928999999999999,4.901,98605.13,96987.08,101825.75,1.17
533,2018-07-26,5.0,5.05,5.04,4.97,80441.03,0.06,1.21,4.966,4.913,4.921,95889.4,94100.26,115146.39,0.97
534,2018-07-25,5.06,5.08,4.98,4.97,92389.62,-0.03,-0.6,4.912,4.893,4.928999999999999,94741.73,95966.88,115592.98,1.12
535,2018-07-24,4.95,5.05,5.01,4.88,128642.58,0.08,1.62,4.8839999999999995,4.859,4.916,95267.8,95817.74,113362.83,1.55
536,2018-07-23,4.85,4.95,4.93,4.82,95099.75,0.06,1.23,4.87,4.848,4.904,91505.0,90026.48,110459.56,1.15
537,2018-07-20,4.72,4.89,4.87,4.68,82874.04,0.1,2.1,4.868,4.843999999999999,4.886,95369.03,88763.13,108594.95,1.0
538,2018-07-19,4.81,4.87,4.77,4.69,74702.64,-0.07,-1.45,4.86,4.835,4.87,92311.12,90685.85,107107.45,0.9
539,2018-07-18,4.96,5.0,4.84,4.82,95019.98,-0.1,-2.02,4.874,4.827,4.852,97192.04,92648.24,107458.32,1.15
540,2018-07-17,4.88,4.99,4.94,4.84,109828.6,0.02,0.41,4.834,4.831,4.843,96367.69,93599.23,106696.48,1.33
541,2018-07-16,4.85,4.94,4.92,4.79,114419.87,0.09,1.86,4.8260000000000005,4.852,4.831,88547.96,98099.63,108109.17,1.38
542,2018-07-13,4.83,4.85,4.83,4.77,67584.52,-0.01,-0.21,4.82,4.873,4.846,82157.24,106664.42,106546.63,0.82
543,2018-07-12,4.64,4.89,4.84,4.64,99107.24,0.2,4.31,4.81,4.928,4.876,89060.58,136192.52,105662.91,1.2
544,2018-07-11,4.84,4.84,4.64,4.53,90898.2,-0.26,-5.31,4.78,4.9639999999999995,4.908,88104.43,135219.07,104391.37,1.1
545,2018-07-10,4.9,4.95,4.9,4.84,70729.98,0.01,0.2,4.828,4.973,4.96,90830.77,130907.91,105872.91,0.85
546,2018-07-09,4.79,4.9,4.89,4.77,82466.27,0.11,2.3,4.878,4.959,5.0,107651.3,130892.64,110312.79,1.0
547,2018-07-06,4.74,4.85,4.78,4.66,102101.23,0.09,1.92,4.926,4.927,5.032,131171.61,128426.77,111320.73,1.23
548,2018-07-05,4.88,4.98,4.69,4.69,94326.49,-0.19,-3.89,5.046,4.905,5.07,183324.45,123529.05,109561.31,1.14
549,2018-07-04,5.08,5.11,4.88,4.88,104529.89,-0.27,-5.24,5.148,4.877,5.113,182333.71,122268.39,109368.93,1.26
550,2018-07-03,5.13,5.18,5.15,4.89,154832.62,0.02,0.39,5.118,4.854,5.14,170985.05,119793.73,107506.78,1.87
551,2018-07-02,5.25,5.28,5.13,5.05,200067.8,-0.25,-4.65,5.04,4.809,5.146,154133.98,118118.71,102623.43,2.42
552,2018-06-29,5.29,5.47,5.38,5.1,362865.47,0.18,3.46,4.928,4.8180000000000005,5.149,125681.94,106428.83,96036.65,4.38
553,2018-06-28,5.2,5.2,5.2,5.2,89372.75,0.47,9.94,4.763999999999999,4.823,5.149,63733.64,75133.3,80641.08,1.08
554,2018-06-27,4.74,4.81,4.73,4.68,47786.63,-0.03,-0.63,4.606,4.851,5.152,62203.08,73563.66,82752.29,0.58
555,2018-06-26,4.52,4.76,4.76,4.5,70577.25,0.19,4.16,4.59,4.947,5.195,68602.4,80837.9,83954.51,0.85
556,2018-06-25,4.58,4.68,4.57,4.55,57807.6,0.01,0.22,4.578,5.041,5.24,82103.43,89732.95,84200.51,0.7
557,2018-06-22,4.4,4.56,4.56,4.36,53123.95,0.15,3.4,4.708,5.1370000000000005,5.295,87175.72,94214.68,85717.65,0.64
558,2018-06-21,4.68,4.73,4.41,4.4,81719.97,-0.24,-5.16,4.882,5.234,5.36,86532.97,95593.58,88297.79,0.99
559,2018-06-20,4.5,4.77,4.65,4.5,79783.22,-0.05,-1.06,5.096,5.348,5.435,84924.25,96469.47,90648.92,0.96
560,2018-06-19,5.0,5.15,4.7,4.7,138082.42,-0.52,-9.96,5.303999999999999,5.425,5.496,93073.4,95219.83,91361.18,1.67
561,2018-06-15,5.48,5.52,5.22,5.19,83169.03,-0.21,-3.87,5.504,5.483,5.551,97362.47,87128.15,88990.69,1.0
562,2018-06-14,5.42,5.56,5.43,5.4,49910.22,-0.05,-0.91,5.566,5.48,5.572,101253.64,85644.47,88554.76,0.6
563,2018-06-13,5.62,5.65,5.48,5.48,73676.34,-0.21,-3.69,5.586,5.475,5.58,104654.2,86148.85,91995.75,0.89
564,2018-06-12,5.61,5.77,5.69,5.53,120529.01,-0.01,-0.17,5.6,5.452999999999999,5.595,108014.69,91940.91,93911.83,1.46
565,2018-06-11,5.55,5.79,5.7,5.45,159527.73,0.17,3.07,5.546,5.443,5.607,97366.25,87071.12,92251.67,1.93
566,2018-06-08,5.55,5.56,5.53,5.36,102624.92,0.0,0.0,5.462000000000001,5.439,5.615,76893.83,78668.07,90188.75,1.24
567,2018-06-07,5.55,5.59,5.53,5.42,66912.98,-0.02,-0.36,5.394,5.452000000000001,5.638999999999999,70035.29,77220.63,89664.16,0.81
568,2018-06-06,5.43,5.59,5.55,5.39,90478.79,0.13,2.4,5.364,5.485,5.667999999999999,67643.51,81001.99,90757.04,1.09
569,2018-06-05,5.29,5.44,5.42,5.28,67286.83,0.14,2.65,5.306,5.521,5.695,75867.14,84828.37,90685.04,0.81
570,2018-06-04,5.25,5.3,5.28,5.22,57165.61,0.09,1.73,5.34,5.566,5.73,76775.98,87502.54,93578.86,0.69
571,2018-06-01,5.35,5.36,5.19,5.16,68332.22,-0.19,-3.53,5.416,5.619,5.77,80442.31,90853.24,96042.7,0.83
572,2018-05-31,5.28,5.39,5.38,5.28,54954.11,0.12,2.28,5.51,5.664,5.807,84405.97,91465.06,98167.26,0.66
573,2018-05-30,5.51,5.51,5.26,5.05,131596.94,-0.33,-5.9,5.606,5.685,5.966,94360.47,97842.64,100748.19,1.59
574,2018-05-29,5.68,5.73,5.59,5.58,71831.02,-0.07,-1.24,5.736000000000001,5.737,6.117999999999999,93789.59,95882.75,99911.18,0.87
575,2018-05-28,5.71,5.74,5.66,5.63,75497.27,0.0,0.0,5.792000000000001,5.771,6.265,98229.1,97432.22,111339.08,0.91
576,2018-05-25,5.83,5.85,5.66,5.65,88150.5,-0.2,-3.41,5.822,5.79,6.4479999999999995,101264.17,101709.42,117387.66,1.07
577,2018-05-24,5.85,5.9,5.86,5.78,104726.61,-0.05,-0.85,5.818,5.8260000000000005,6.646,98524.15,102107.69,128600.34,1.27
578,2018-05-23,5.89,5.96,5.91,5.84,128742.57,0.04,0.68,5.763999999999999,5.85,6.822,101324.82,100512.09,139095.98,1.56
579,2018-05-22,5.8,5.89,5.87,5.74,94028.54,0.06,1.03,5.7379999999999995,5.869,6.971,97975.91,96541.71,143332.1,1.14
580,2018-05-21,5.67,5.84,5.81,5.66,90672.63,0.17,3.01,5.75,5.894,7.122999999999999,96635.34,99655.18,148410.92,1.1
581,2018-05-18,5.62,5.68,5.64,5.56,74450.42,0.05,0.89,5.757999999999999,5.921,7.279,102154.67,101232.15,155182.03,0.9
582,2018-05-17,5.8,5.81,5.59,5.59,118729.92,-0.19,-3.29,5.834,5.95,7.449,105691.23,104869.47,162288.63,1.43
583,2018-05-16,5.89,5.94,5.78,5.76,111998.02,-0.15,-2.53,5.936,6.246,7.593999999999999,99699.36,103653.75,166391.32,1.35
584,2018-05-15,5.9,5.93,5.93,5.81,87325.71,0.08,1.37,6.0,6.497999999999999,7.752999999999999,95107.52,103939.61,176114.09,1.06
585,2018-05-14,5.99,6.09,5.85,5.81,118269.3,-0.17,-2.82,6.037999999999999,6.757999999999999,7.891,102675.01,125245.95,177098.39,1.43
586,2018-05-11,6.17,6.2,6.02,6.01,92133.2,-0.08,-1.31,6.084,7.105,8.036,100309.63,133065.91,179111.91,1.11
587,2018-05-10,6.12,6.15,6.1,6.05,88770.57,0.0,0.0,6.066,7.466,8.18,104047.7,155092.98,184362.04,1.07
588,2018-05-09,6.1,6.15,6.1,6.05,89038.8,-0.02,-0.33,6.556,7.792999999999999,8.307,107608.13,177679.87,185208.36,1.08
589,2018-05-08,6.05,6.13,6.12,5.99,125163.18,0.04,0.66,6.996,8.073,8.437000000000001,112771.7,190122.49,187851.84,1.51
590,2018-05-07,6.04,6.12,6.08,5.99,106442.41,0.15,2.53,7.478,8.351,8.552999999999999,147816.88,197166.66,187231.5,1.29
591,2018-05-04,6.06,6.12,5.93,5.92,110823.54,-0.18,-2.95,8.126,8.637,8.682,165822.18,209131.91,189278.1,1.34
592,2018-05-03,8.32,8.56,8.55,8.2,106572.72,0.25,3.01,8.866,8.947000000000001,8.826,206138.27,219707.79,195676.4,1.8
593,2018-05-02,8.46,8.54,8.3,8.17,114856.65,-0.23,-2.7,9.03,8.942,8.84,247751.61,229128.89,200366.07,1.94
594,2018-04-27,9.38,9.39,8.53,8.41,300389.09,-0.79,-8.48,9.15,9.007,8.87,267473.29,248288.58,205116.59,5.08
595,2018-04-26,9.54,9.58,9.32,9.25,196468.91,-0.31,-3.22,9.224,9.023,8.89,246516.44,228950.83,199512.32,3.32
596,2018-04-25,9.21,9.69,9.63,9.2,312403.97,0.26,2.77,9.148,8.966000000000001,8.863,252441.64,225157.92,199702.54,5.28
597,2018-04-24,8.93,9.57,9.37,8.78,314639.41,0.47,5.28,9.027999999999999,8.892999999999999,8.812000000000001,233277.3,213631.1,192189.11,5.32
598,2018-04-23,8.9,9.14,8.9,8.56,213465.05,0.0,0.0,8.854,8.82,8.772,210506.17,192736.84,183442.66,3.61
599,2018-04-20,8.9,9.11,8.9,8.77,195604.84,-0.04,-0.45,8.863999999999999,8.8,8.762,229103.87,185581.19,181133.24,3.31
600,2018-04-19,8.96,9.18,8.94,8.9,226094.91,-0.09,-1.0,8.822000000000001,8.755,8.751,211385.23,177296.34,179927.28,3.82
601,2018-04-18,8.58,9.05,9.03,8.45,216582.31,0.53,6.24,8.783999999999999,8.727,8.734,197874.21,169424.29,175730.22,3.66
602,2018-04-17,8.91,8.99,8.5,8.5,200783.72,-0.45,-5.03,8.758,8.704,8.704,193984.89,171645.01,171645.01,3.4
603,2018-04-16,8.9,9.24,8.95,8.84,306453.59,0.26,2.99,8.786,8.727,8.727,174967.52,168407.38,168407.38,5.18
604,2018-04-13,8.86,8.86,8.69,8.6,107011.62,-0.06,-0.69,8.736,8.699,8.699,142058.5,151151.6,151151.6,1.81
605,2018-04-12,8.89,8.98,8.75,8.66,158539.8,-0.15,-1.69,8.687999999999999,8.7,8.7,143207.44,157457.31,157457.31,2.68
606,2018-04-11,8.65,8.95,8.9,8.61,197135.72,0.26,3.01,8.67,8.692,8.692,140974.37,157276.9,157276.9,3.34
607,2018-04-10,8.72,8.76,8.64,8.46,105696.88,-0.06,-0.69,8.65,8.65,8.65,149305.13,149305.13,149305.13,1.79
608,2018-04-09,8.42,8.76,8.7,8.42,141908.48,0.25,2.96,8.652999999999999,8.652999999999999,8.652999999999999,160207.2,160207.2,160207.2,2.4
609,2018-04-04,8.72,8.76,8.45,8.44,112756.34,-0.21,-2.42,8.637,8.637,8.637,166306.77,166306.77,166306.77,1.91
610,2018-04-03,8.62,8.76,8.66,8.52,147374.45,-0.14,-1.59,8.73,8.73,8.73,193081.99,193081.99,193081.99,2.49
611,2018-04-02,8.76,9.09,8.8,8.66,238789.52,-0.02,-0.23,8.8,8.8,8.8,238789.52,238789.52,238789.52,4.04
