,日期,开盘价,最高价,收盘价,最低价,成交量,价格变动,涨跌幅,5日均价,10日均价,20日均价,5日均量,10日均量,20日均量,换手率
0,2020-09-30,6.55,6.56,6.5,6.41,83233.22,-0.02,-0.31,6.504,6.751,6.944,114935.31,119560.76,135223.88,0.96
1,2020-09-29,6.38,6.64,6.52,6.38,130901.84,0.17,2.68,6.577999999999999,6.794,6.997999999999999,113895.87,120047.41,139668.46,1.5
2,2020-09-28,6.56,6.6,6.35,6.35,102477.48,-0.21,-3.2,6.654,6.845,7.057,112692.85,117773.73,141093.66,1.18
3,2020-09-25,6.62,6.65,6.56,6.51,93331.8,-0.03,-0.46,6.808,6.9110000000000005,7.122000000000001,119864.43,121066.93,144524.41,1.07
4,2020-09-24,6.82,6.85,6.59,6.55,164732.23,-0.28,-4.08,6.916,6.94,7.178,129765.74,127795.28,146598.91,1.89
5,2020-09-23,6.92,6.97,6.87,6.83,78035.98,-0.03,-0.43,6.997999999999999,6.9639999999999995,7.231,124186.2,134085.98,146850.98,0.9
6,2020-09-22,7.09,7.09,6.9,6.88,124886.75,-0.22,-3.09,7.01,6.995,7.265,126198.96,143532.64,156214.88,1.43
7,2020-09-21,7.13,7.22,7.12,7.07,138335.41,0.02,0.28,7.0360000000000005,7.042000000000001,7.31,122854.61,147440.61,166971.69,1.59
8,2020-09-18,7.0,7.11,7.1,6.94,142838.31,0.1,1.43,7.013999999999999,7.058,7.362,122269.42,149164.71,167507.75,1.64
9,2020-09-17,6.93,7.1,7.0,6.83,136834.55,0.07,1.01,6.9639999999999995,7.093999999999999,7.412000000000001,125824.83,147773.92,168149.48,1.57
10,2020-09-16,7.01,7.02,6.93,6.86,88099.77,-0.1,-1.42,6.93,7.1370000000000005,7.471,143985.76,150887.0,168744.62,1.01
11,2020-09-15,7.01,7.05,7.03,6.93,108165.0,0.02,0.28,6.98,7.202000000000001,7.541,160866.32,159289.51,176425.92,1.24
12,2020-09-14,6.87,7.03,7.01,6.84,135409.47,0.16,2.34,7.047999999999999,7.269,7.622999999999999,172026.61,164413.59,184746.03,1.56
13,2020-09-11,6.83,6.97,6.85,6.78,160615.36,0.02,0.29,7.102,7.332000000000001,7.7,176060.0,167981.89,190508.04,1.84
14,2020-09-10,7.23,7.33,6.83,6.78,227639.22,-0.35,-4.88,7.224,7.416,7.774,169723.01,165402.54,190312.86,2.61
15,2020-09-09,7.32,7.33,7.18,7.11,172502.55,-0.19,-2.58,7.343999999999999,7.497999999999999,7.843999999999999,157788.23,159615.98,186684.8,1.98
16,2020-09-08,7.29,7.39,7.37,7.18,163966.45,0.09,1.24,7.4239999999999995,7.534,7.902,157712.7,168897.13,191676.32,1.88
17,2020-09-07,7.49,7.57,7.28,7.26,155576.41,-0.18,-2.41,7.49,7.577999999999999,7.96,156800.57,186502.77,196680.06,1.79
18,2020-09-04,7.22,7.49,7.46,7.18,128930.44,0.03,0.4,7.562,7.665,8.037,159903.78,185850.79,200366.99,1.48
19,2020-09-03,7.6,7.63,7.43,7.39,167965.31,-0.15,-1.98,7.608,7.73,8.105,161082.06,188525.03,214373.75,1.93
20,2020-09-02,7.7,7.74,7.58,7.55,172124.91,-0.12,-1.56,7.652,7.805,8.195,161443.73,186602.25,241545.92,1.98
21,2020-09-01,7.66,7.79,7.7,7.56,159405.8,0.06,0.79,7.644,7.88,8.26,180081.55,193562.32,244670.1,1.83
22,2020-08-31,7.77,7.81,7.64,7.59,171092.44,-0.05,-0.65,7.666,7.976,8.32,216204.96,205078.48,252067.47,1.97
23,2020-08-28,7.68,7.7,7.69,7.53,134821.84,0.04,0.52,7.768,8.068,8.39,211797.81,213034.19,266138.35,1.55
24,2020-08-27,7.5,7.73,7.65,7.41,169773.66,0.11,1.46,7.852,8.131,8.44,215968.0,215223.17,274838.42,1.95
25,2020-08-26,7.81,7.87,7.54,7.5,265314.03,-0.27,-3.46,7.957999999999999,8.19,8.482999999999999,211760.76,213753.62,280319.27,3.05
26,2020-08-25,8.15,8.15,7.81,7.74,340022.81,-0.34,-4.17,8.116,8.269,8.541,207043.08,214455.5,284323.56,3.91
27,2020-08-24,8.12,8.22,8.15,7.92,149056.7,0.04,0.49,8.286,8.342,8.574,193952.0,206857.36,278843.23,1.71
28,2020-08-21,8.22,8.31,8.11,8.05,155672.78,-0.07,-0.86,8.368,8.408999999999999,8.588,214270.57,214883.18,285158.63,1.79
29,2020-08-20,8.25,8.31,8.18,8.1,148737.48,-0.15,-1.8,8.41,8.479,8.604,214478.35,240222.48,302846.97,1.71
30,2020-08-19,8.62,8.62,8.33,8.29,241725.64,-0.33,-3.81,8.422,8.584,8.641,215746.47,296489.59,320892.02,2.78
31,2020-08-18,8.6,8.75,8.66,8.51,274567.38,0.1,1.17,8.422,8.64,8.69,221867.92,295777.88,329709.84,3.15
32,2020-08-17,8.31,8.67,8.56,8.3,250649.56,0.24,2.88,8.398,8.663,8.722000000000001,219762.73,299056.46,335646.65,2.88
33,2020-08-14,8.24,8.34,8.32,8.16,156711.7,0.08,0.97,8.45,8.712,8.763,215495.8,319242.52,344504.84,1.8
34,2020-08-13,8.38,8.42,8.24,8.24,155078.09,-0.09,-1.08,8.548,8.749,8.802999999999999,265966.6,334453.67,358215.55,1.78
35,2020-08-12,8.51,8.63,8.33,8.15,272332.88,-0.21,-2.46,8.746,8.776,8.845,377232.7,346884.92,380052.41,3.13
36,2020-08-11,8.81,8.84,8.54,8.54,264041.41,-0.28,-3.17,8.857999999999999,8.812000000000001,8.899,369687.84,354191.62,410555.87,3.03
37,2020-08-10,8.75,8.9,8.82,8.65,229314.92,0.01,0.11,8.927999999999999,8.805,8.985,378350.19,350829.09,452919.48,2.63
38,2020-08-07,9.1,9.11,8.81,8.74,409065.72,-0.42,-4.55,8.974,8.766,9.08,422989.23,355434.07,495291.7,4.7
39,2020-08-06,8.93,9.23,9.23,8.5,711408.56,0.34,3.83,8.95,8.728,9.177999999999999,402940.74,365471.46,550837.1,8.17
40,2020-08-05,8.97,9.04,8.89,8.75,234608.58,0.0,0.0,8.806000000000001,8.698,9.246,316537.14,345294.45,597046.93,2.69
41,2020-08-04,9.07,9.1,8.89,8.82,307353.19,-0.16,-1.77,8.766,8.738999999999999,9.317,338695.4,363641.79,691814.3,3.53
42,2020-08-03,8.87,9.17,9.05,8.77,452510.12,0.36,4.14,8.682,8.781,9.377,323307.99,372236.84,743696.3,5.2
43,2020-07-31,8.54,8.77,8.69,8.49,308823.25,0.18,2.12,8.558,8.814,9.415,287878.91,369767.16,770935.78,3.55
44,2020-07-30,8.7,8.78,8.51,8.49,279390.56,-0.18,-2.07,8.506,8.857000000000001,9.426,328002.18,381977.43,817431.38,3.21
45,2020-07-29,8.5,8.74,8.69,8.41,345399.88,0.22,2.6,8.59,8.914,9.405,374051.76,413219.9,854037.2,3.97
46,2020-07-28,8.5,8.57,8.47,8.31,230416.16,0.04,0.47,8.712,8.985,9.386000000000001,388588.19,466920.12,871442.17,2.65
47,2020-07-27,8.43,8.64,8.43,8.24,275364.72,0.0,0.0,8.88,9.165,9.376,421165.68,555009.87,902121.87,3.16
48,2020-07-24,8.93,9.21,8.43,8.18,509439.56,-0.5,-5.6,9.07,9.392999999999999,9.357000000000001,451655.4,635149.33,929685.98,5.85
49,2020-07-23,9.18,9.21,8.93,8.7,509638.47,-0.37,-3.98,9.208,9.627,9.317,435952.69,736202.73,904214.5,5.85
50,2020-07-22,9.17,9.51,9.3,9.17,418082.03,-0.01,-0.11,9.238,9.794,9.252,452388.04,848799.41,905210.65,4.8
51,2020-07-21,9.65,9.66,9.31,9.23,393303.62,-0.07,-0.75,9.258,9.894,9.184,545252.04,1019986.81,910838.71,4.52
52,2020-07-20,9.27,9.39,9.38,9.0,427813.31,0.26,2.85,9.45,9.972999999999999,9.122,688854.07,1115155.77,930879.77,4.91
53,2020-07-17,9.15,9.28,9.12,8.96,430926.03,0.04,0.44,9.716000000000001,10.015,9.051,818643.26,1172104.41,948552.57,4.95
54,2020-07-16,9.45,9.65,9.08,9.0,591815.19,-0.3,-3.2,10.046,9.994,8.996,1036452.77,1252885.33,977711.0,6.8
55,2020-07-15,10.27,10.3,9.4,9.25,882402.06,-0.87,-8.47,10.35,9.896,8.917,1245210.79,1294854.5,963908.03,10.13
56,2020-07-14,10.58,10.74,10.27,9.96,1111313.75,-0.44,-4.11,10.53,9.786,8.827,1494721.57,1275964.23,939085.65,12.76
57,2020-07-13,10.58,10.89,10.71,10.47,1076759.25,-0.06,-0.56,10.495999999999999,9.586,8.677999999999999,1541457.47,1249233.86,906318.58,12.37
58,2020-07-10,10.31,11.3,10.77,10.21,1519973.62,0.17,1.6,10.314,9.321,8.527999999999999,1525565.56,1224222.63,870532.87,17.46
59,2020-07-09,10.12,11.11,10.6,10.12,1635605.25,0.3,2.91,9.942,9.007,8.383,1469317.89,1072226.26,822735.67,18.79
60,2020-07-08,10.5,10.78,10.3,9.85,2129956.0,0.2,1.98,9.442,8.709,8.253,1344498.21,961621.89,770128.67,24.46
61,2020-07-07,10.2,10.78,10.1,10.03,1344993.25,0.3,3.06,9.042,8.474,8.126,1057206.89,801690.61,685553.74,15.45
62,2020-07-06,9.78,9.8,9.8,9.32,997299.69,0.89,9.99,8.676,8.271,8.014,957010.24,746603.76,649170.23,11.45
63,2020-07-03,8.06,8.91,8.91,8.06,1238735.25,0.81,10.0,8.328,8.086,7.907,922879.69,725000.73,627575.87,14.23
64,2020-07-02,8.61,8.77,8.1,8.03,1011506.88,-0.2,-2.41,8.072000000000001,7.997999999999999,7.829,675134.64,702536.66,583605.22,11.62
65,2020-07-01,8.36,8.47,8.3,8.06,693499.38,0.03,0.36,7.976,7.938,7.7989999999999995,578745.56,632961.56,556442.03,7.96
66,2020-06-30,8.1,8.45,8.27,8.03,844010.0,0.21,2.6,7.906000000000001,7.867999999999999,7.757999999999999,546174.33,602207.07,544853.48,9.69
67,2020-06-29,7.69,8.38,8.06,7.63,826646.94,0.44,5.77,7.8660000000000005,7.77,7.7139999999999995,536197.29,563403.3,524759.63,9.49
68,2020-06-26,7.63,7.63,7.63,7.63,10.0,0.01,0.13,7.843999999999999,7.734,7.66,527121.78,516843.12,498839.66,0.0
69,2020-06-24,8.01,8.05,7.62,7.62,529561.5,-0.33,-4.15,7.9239999999999995,7.7589999999999995,7.6339999999999995,729938.69,573245.07,519444.09,6.08
70,2020-06-23,8.04,8.17,7.95,7.85,530643.19,-0.12,-1.49,7.9,7.796,7.6160000000000005,687177.56,578635.46,508392.41,6.09
71,2020-06-22,8.04,8.25,8.07,7.95,794124.81,0.12,1.51,7.83,7.778,7.5920000000000005,658239.81,569416.87,499506.89,9.12
72,2020-06-19,8.0,8.15,7.95,7.94,781269.38,-0.08,-1.0,7.6739999999999995,7.756,7.547999999999999,590609.31,551736.69,482009.96,8.97
73,2020-06-18,7.48,8.16,8.03,7.48,1014094.56,0.53,7.07,7.624,7.728,7.531000000000001,506564.46,530151.0,467428.71,11.65
74,2020-06-17,7.61,7.65,7.5,7.42,315755.88,-0.1,-1.32,7.593999999999999,7.659,7.505,416551.44,464673.79,440769.87,3.63
75,2020-06-16,7.38,7.63,7.6,7.31,385954.41,0.31,4.25,7.692,7.659,7.513999999999999,470093.36,479922.5,463356.53,4.43
76,2020-06-15,7.6,7.6,7.29,7.27,455972.31,-0.41,-5.33,7.726,7.648,7.539,480593.93,487499.88,491889.1,5.24
77,2020-06-12,7.71,7.83,7.7,7.68,361045.12,-0.18,-2.28,7.837999999999999,7.657,7.585,512864.08,486115.97,524848.63,4.15
78,2020-06-11,7.86,8.06,7.88,7.62,564029.5,-0.11,-1.38,7.832000000000001,7.586,7.604,553737.54,480836.21,576702.5,6.48
79,2020-06-10,7.82,8.12,7.99,7.73,583465.44,0.22,2.83,7.724,7.507999999999999,7.6129999999999995,512796.13,465643.12,651110.59,6.7
80,2020-06-09,7.8,7.94,7.77,7.68,438457.28,-0.08,-1.02,7.626,7.436,7.596,489751.64,438149.36,673075.83,5.04
81,2020-06-08,7.69,8.07,7.85,7.65,617323.06,0.18,2.35,7.57,7.405,7.61,494405.84,429596.91,732537.28,7.09
82,2020-06-05,7.37,7.88,7.67,7.24,565412.44,0.33,4.5,7.476,7.3389999999999995,7.595,459367.86,412283.23,738392.82,6.49
83,2020-06-04,7.45,7.56,7.34,7.28,359322.41,-0.16,-2.13,7.34,7.332999999999999,7.593,407934.88,404706.42,761573.19,4.13
84,2020-06-03,7.48,7.69,7.5,7.41,468243.0,0.01,0.13,7.292000000000001,7.351,7.599,418490.11,416865.95,802916.2,5.38
85,2020-06-02,7.46,7.63,7.49,7.34,461728.28,0.11,1.49,7.246,7.369,7.596,386547.08,446790.56,826984.42,5.3
86,2020-06-01,7.1,7.47,7.38,7.07,442133.16,0.39,5.58,7.24,7.428999999999999,7.56,364787.98,496278.31,836342.29,5.08
87,2020-05-29,7.01,7.2,6.99,6.97,308247.53,-0.11,-1.55,7.202000000000001,7.5120000000000005,7.524,365198.61,563581.3,846397.57,3.54
88,2020-05-28,7.21,7.3,7.1,6.91,412098.56,-0.17,-2.34,7.3260000000000005,7.621,7.505,401477.96,672568.79,893407.22,4.73
89,2020-05-27,7.46,7.53,7.27,7.2,308527.88,-0.19,-2.55,7.41,7.718,7.516,415241.79,836578.06,948008.18,3.54
90,2020-05-26,7.26,7.5,7.46,7.23,352932.75,0.27,3.75,7.492000000000001,7.755,7.502000000000001,507034.04,908002.31,965571.54,4.05
91,2020-05-25,7.43,7.51,7.19,7.1,444186.31,-0.42,-5.52,7.617999999999999,7.815,7.468999999999999,627768.65,1035477.66,966292.14,5.1
92,2020-05-22,7.46,7.73,7.61,7.36,489644.31,0.09,1.2,7.822,7.851,7.466,761963.99,1064502.4,965226.95,5.62
93,2020-05-21,7.7,7.82,7.52,7.49,480917.69,-0.16,-2.08,7.916,7.852,7.442,943659.62,1118439.96,967737.43,5.52
94,2020-05-20,7.99,8.03,7.68,7.52,767489.12,-0.41,-5.07,8.026,7.847,7.415,1257914.34,1188966.44,960671.83,8.81
95,2020-05-19,8.23,8.38,8.09,7.9,956605.81,-0.12,-1.46,8.017999999999999,7.8229999999999995,7.375,1308970.57,1207178.28,947573.53,10.99
96,2020-05-18,8.01,8.48,8.21,7.73,1115163.0,0.13,1.61,8.012,7.69,7.303,1443186.66,1176406.28,912423.15,12.81
97,2020-05-15,7.92,8.45,8.08,7.92,1398122.5,0.01,0.12,7.88,7.5360000000000005,7.221,1367040.81,1129213.84,873272.96,16.06
98,2020-05-14,7.7,8.4,8.07,7.66,2052191.25,0.43,5.63,7.787999999999999,7.388,7.157,1293220.3,1114245.66,818231.46,23.57
99,2020-05-13,7.7,7.71,7.64,7.26,1022770.31,-0.42,-5.21,7.667999999999999,7.314,7.091,1120018.55,1059438.31,730515.28,11.75
100,2020-05-12,7.74,8.31,8.06,7.68,1627686.25,0.51,6.75,7.627999999999999,7.249,7.0520000000000005,1105385.99,1023140.77,713654.79,18.69
101,2020-05-11,7.81,7.96,7.55,7.38,734433.75,-0.07,-0.92,7.367999999999999,7.122999999999999,7.018,909625.89,897106.63,675695.72,8.44
102,2020-05-08,7.69,8.08,7.62,7.52,1029019.94,0.15,2.01,7.192,7.08,6.977,891386.88,865951.51,667623.47,11.82
103,2020-05-07,7.69,7.85,7.47,7.35,1186182.5,0.03,0.4,6.9879999999999995,7.032,6.916,935271.01,817034.9,637869.4,13.62
104,2020-05-06,6.71,7.44,7.44,6.71,949607.5,0.68,10.06,6.96,6.982,6.8420000000000005,998858.06,732377.22,592391.96,10.91
105,2020-04-30,6.48,6.89,6.76,6.36,648885.75,0.09,1.35,6.87,6.926,6.781000000000001,940895.55,687968.78,559439.28,7.45
106,2020-04-29,6.57,6.86,6.67,6.56,643238.69,0.07,1.06,6.877999999999999,6.916,6.742999999999999,884587.36,648440.03,542438.72,7.39
107,2020-04-28,7.03,7.17,6.6,6.6,1248440.62,-0.73,-9.96,6.968,6.906000000000001,6.7139999999999995,840516.14,617332.08,529243.2,14.34
108,2020-04-27,7.69,7.69,7.33,7.31,1504117.75,0.34,4.86,7.0760000000000005,6.926,6.6979999999999995,698798.78,522217.27,496264.58,17.28
109,2020-04-24,6.79,7.48,6.99,6.75,659794.94,0.19,2.79,7.004,6.867999999999999,6.671,465896.38,401592.25,450357.64,7.58
110,2020-04-23,7.12,7.18,6.8,6.8,367344.81,-0.32,-4.49,6.982,6.854,6.669,435042.01,404168.81,462680.39,4.22
111,2020-04-22,7.02,7.2,7.12,6.93,422882.59,-0.02,-0.28,6.954,6.912999999999999,6.709,412292.69,454284.82,502124.63,4.86
112,2020-04-21,6.88,7.25,7.14,6.73,539853.81,0.17,2.44,6.843999999999999,6.872999999999999,6.742000000000001,394148.01,469295.44,524756.71,6.2
113,2020-04-20,6.87,7.05,6.97,6.82,339605.75,0.09,1.31,6.776,6.7989999999999995,6.739,345635.76,458703.9,530126.88,3.9
114,2020-04-17,6.76,7.15,6.88,6.75,505523.09,0.22,3.3,6.732,6.702000000000001,6.752000000000001,337288.13,452406.7,547785.06,5.81
115,2020-04-16,6.6,6.74,6.66,6.51,253598.2,0.09,1.37,6.726,6.635,6.763999999999999,373295.61,430909.79,551411.21,2.91
116,2020-04-15,6.76,6.91,6.57,6.57,332159.19,-0.23,-3.38,6.872000000000001,6.569,6.767,496276.96,436437.41,568453.57,3.81
117,2020-04-14,6.77,6.88,6.8,6.68,297292.56,0.05,0.74,6.902,6.522,6.782,544442.87,441154.32,582722.41,3.41
118,2020-04-13,6.7,6.85,6.75,6.53,297867.59,-0.1,-1.46,6.822,6.468999999999999,6.773,571772.04,470311.88,609568.97,3.42
119,2020-04-10,7.15,7.24,6.85,6.78,685560.5,-0.54,-7.31,6.672000000000001,6.473,6.8020000000000005,567525.28,499123.02,639750.24,7.87
120,2020-04-09,6.72,7.39,7.39,6.72,868504.94,0.67,9.97,6.544,6.483,6.815,488523.96,521191.97,641736.31,9.97
121,2020-04-08,6.3,6.87,6.72,6.27,572988.75,0.32,5.0,6.266,6.505,6.785,376597.86,549964.44,636470.59,6.58
122,2020-04-07,6.17,6.45,6.4,6.1,433938.41,0.4,6.67,6.142,6.611000000000001,6.794,337865.77,580217.99,644335.21,4.98
123,2020-04-03,6.2,6.22,6.0,5.99,276633.81,-0.21,-3.38,6.1160000000000005,6.678,6.797000000000001,368851.73,601549.86,648749.64,3.18
124,2020-04-02,5.99,6.23,6.21,5.94,290553.91,0.21,3.5,6.274,6.8020000000000005,6.827999999999999,430720.75,643163.42,655931.64,3.34
125,2020-04-01,6.07,6.25,6.0,5.96,308874.44,-0.1,-1.64,6.422000000000001,6.893,6.852,553859.97,671912.64,671660.29,3.55
126,2020-03-31,6.41,6.43,6.1,6.03,379328.28,-0.17,-2.71,6.744,6.965,6.888,723331.01,700469.73,685100.63,4.36
127,2020-03-30,6.5,6.64,6.27,6.2,588868.19,-0.52,-7.66,7.08,7.042000000000001,6.9239999999999995,822570.2,724290.5,716424.57,6.76
128,2020-03-27,7.14,7.26,6.79,6.77,585978.94,-0.16,-2.3,7.24,7.0760000000000005,6.943,834248.0,748826.05,734547.21,6.73
129,2020-03-26,7.53,7.55,6.95,6.86,906250.0,-0.66,-8.67,7.33,7.131,6.9270000000000005,855606.09,780377.47,766419.42,10.41
130,2020-03-25,8.01,8.36,7.61,7.47,1156229.62,-0.17,-2.19,7.364,7.147,6.94,789965.3,762280.65,805197.72,13.28
131,2020-03-24,7.29,7.78,7.78,7.03,875524.25,0.71,10.04,7.186,7.065,6.942,677608.45,722976.74,832952.79,10.06
132,2020-03-23,6.95,7.48,7.07,6.92,647257.19,-0.17,-2.35,7.004,6.977,6.901,626010.8,708452.43,855397.42,7.43
133,2020-03-20,7.13,7.47,7.24,7.06,692769.38,0.12,1.69,6.912000000000001,6.915,6.879,663404.1,695949.42,873631.66,7.96
134,2020-03-19,6.65,7.12,7.12,6.65,578046.06,0.4,5.95,6.932,6.853,6.818,705148.85,668699.86,868050.13,6.64
135,2020-03-18,6.92,7.14,6.72,6.69,594445.38,-0.15,-2.18,6.93,6.81,6.755,734596.0,671407.94,864228.18,6.83
136,2020-03-17,6.75,7.06,6.87,6.3,617536.0,0.26,3.93,6.944,6.811,6.707999999999999,768345.04,669731.53,865843.68,7.09
137,2020-03-16,7.3,7.55,6.61,6.61,834223.69,-0.73,-9.95,6.95,6.806,6.655,790894.06,708558.64,855530.82,9.58
138,2020-03-13,6.81,7.48,7.34,6.72,901493.12,0.23,3.23,6.917999999999999,6.809,6.605,728494.75,720268.36,827673.47,10.35
139,2020-03-12,6.61,7.16,7.11,6.56,725281.81,0.32,4.71,6.774,6.723,6.5089999999999995,632250.86,752461.37,792096.74,8.33
140,2020-03-11,6.91,7.27,6.79,6.72,763190.56,-0.11,-1.59,6.69,6.732,6.4239999999999995,608219.89,848114.79,766999.23,8.77
141,2020-03-10,6.45,6.95,6.9,6.32,730281.12,0.45,6.98,6.678,6.819,6.36,571118.02,942928.84,738960.28,8.39
142,2020-03-09,6.48,6.93,6.45,6.4,522227.12,-0.17,-2.57,6.662000000000001,6.825,6.282,626223.21,1002342.4,712299.52,6.0
143,2020-03-06,6.53,6.77,6.62,6.53,420273.69,-0.07,-1.05,6.7,6.8420000000000005,6.231,712041.98,1051313.89,699594.14,4.83
144,2020-03-05,6.98,6.99,6.69,6.54,605126.94,-0.04,-0.59,6.672000000000001,6.782,6.167999999999999,872671.89,1067400.4,690732.44,6.95
145,2020-03-04,6.59,6.83,6.73,6.49,577681.25,-0.09,-1.32,6.774,6.699,6.09,1088009.7,1057048.43,671986.7,6.63
146,2020-03-03,6.83,7.13,6.82,6.63,1005807.06,0.18,2.71,6.96,6.605,6.001,1314739.65,1061955.83,655870.92,11.55
147,2020-03-02,6.61,6.75,6.64,6.25,951320.94,0.16,2.47,6.9879999999999995,6.504,5.901,1378461.59,1002503.01,618692.87,10.93
148,2020-02-28,6.66,6.93,6.48,6.48,1223423.25,-0.72,-10.0,6.984,6.401,5.813,1390585.81,935078.59,573141.63,14.05
149,2020-02-27,8.0,8.15,7.2,7.14,1681816.0,-0.46,-6.0,6.892,6.294,5.76,1262128.91,831732.11,524938.88,19.32
150,2020-02-26,6.96,7.66,7.66,6.81,1711331.0,0.7,10.06,6.624,6.1160000000000005,5.687,1026087.15,685883.66,449513.5,19.65
151,2020-02-25,6.67,7.09,6.96,6.38,1324416.75,0.34,5.14,6.25,5.9,5.5920000000000005,809172.0,534991.73,374397.91,15.21
152,2020-02-24,6.2,6.62,6.62,6.11,1011942.06,0.6,9.97,6.02,5.739,5.544,626544.43,422256.64,320161.15,11.62
153,2020-02-21,5.82,6.13,6.02,5.8,581138.75,0.16,2.73,5.818,5.62,5.516,479571.36,347874.38,278562.4,6.67
154,2020-02-20,5.82,5.93,5.86,5.55,501607.19,0.07,1.21,5.696000000000001,5.553999999999999,5.522,401335.3,314064.48,263626.12,5.76
155,2020-02-19,5.77,6.13,5.79,5.66,626755.25,-0.02,-0.34,5.608,5.48,5.5329999999999995,345680.17,286924.97,245950.8,7.2
156,2020-02-18,5.58,5.82,5.81,5.57,411278.91,0.2,3.56,5.55,5.397,5.5520000000000005,260811.45,249786.02,228170.48,4.72
157,2020-02-17,5.43,5.61,5.61,5.42,277076.72,0.2,3.7,5.457999999999999,5.297000000000001,5.572,217968.85,234882.74,218090.56,3.18
158,2020-02-14,5.42,5.51,5.41,5.35,189958.42,-0.01,-0.18,5.422000000000001,5.224,5.6,216177.39,211204.66,221112.25,2.18
159,2020-02-13,5.46,5.54,5.42,5.35,223331.56,-0.08,-1.46,5.412000000000001,5.225,5.638,226793.67,218145.66,225829.9,2.56
160,2020-02-12,5.33,5.53,5.5,5.31,202411.64,0.15,2.8,5.352,5.257999999999999,5.67,228169.76,213143.35,234324.21,2.32
161,2020-02-11,5.43,5.53,5.35,5.3,197065.91,-0.08,-1.47,5.244,5.284,5.71,238760.59,213804.1,248481.89,2.26
162,2020-02-10,5.39,5.62,5.43,5.28,268119.44,0.07,1.31,5.136,5.349,5.747999999999999,251796.62,218065.67,254004.48,3.08
163,2020-02-07,5.15,5.36,5.36,5.09,243039.78,0.24,4.69,5.026,5.4110000000000005,5.784,206231.93,209250.43,260032.85,2.79
164,2020-02-06,4.94,5.18,5.12,4.91,230212.05,0.16,3.23,5.038,5.489,5.817,209497.66,213187.76,265923.29,2.64
165,2020-02-05,4.85,5.02,4.96,4.81,255365.77,0.15,3.12,5.164,5.586,5.85,198116.93,204976.63,262782.82,2.93
166,2020-02-04,4.45,4.88,4.81,4.45,262246.06,-0.07,-1.43,5.324,5.707000000000001,5.894,188847.62,206554.94,262901.05,3.01
167,2020-02-03,4.88,4.88,4.88,4.88,40296.0,-0.54,-9.96,5.562,5.847,5.945,184334.72,201298.39,262703.22,0.46
168,2020-01-23,5.68,5.7,5.42,5.29,259368.42,-0.33,-5.74,5.796,5.975,5.999,212268.93,231019.85,271146.14,2.98
169,2020-01-22,5.7,5.8,5.75,5.55,173308.41,-0.01,-0.17,5.94,6.051,6.025,216877.87,233514.14,270113.7,1.99
170,2020-01-21,5.98,5.98,5.76,5.74,209019.2,-0.24,-4.0,6.007999999999999,6.081,6.026,211836.33,255505.07,267411.84,2.4
171,2020-01-20,6.05,6.05,6.0,5.8,239681.55,-0.05,-0.83,6.09,6.135,6.022,224262.26,283159.68,266495.43,2.75
172,2020-01-17,6.1,6.17,6.05,6.03,179967.06,-0.09,-1.47,6.132000000000001,6.147,6.013,218262.07,289943.3,264620.86,2.07
173,2020-01-16,6.1,6.27,6.14,6.1,282413.12,0.05,0.82,6.154,6.157,6.007999999999999,249770.76,310815.27,265317.02,3.24
174,2020-01-15,6.16,6.17,6.09,6.03,148100.7,-0.08,-1.3,6.162000000000001,6.144,5.997999999999999,250150.42,318658.82,263100.05,1.7
175,2020-01-14,6.23,6.27,6.17,6.1,271148.88,-0.04,-0.64,6.154,6.1129999999999995,5.992000000000001,299173.82,320589.01,271523.82,3.11
176,2020-01-13,6.14,6.23,6.21,6.13,209680.58,0.05,0.81,6.18,6.081,5.977,342057.09,319247.16,268915.23,2.41
177,2020-01-10,6.33,6.39,6.16,6.14,337510.53,-0.02,-0.32,6.162000000000001,6.042000000000001,5.952999999999999,361624.53,324108.05,268961.33,3.88
178,2020-01-09,6.14,6.27,6.18,6.12,284311.41,0.13,2.15,6.16,6.022,5.928999999999999,371859.78,311272.44,260515.1,3.27
179,2020-01-08,6.21,6.23,6.05,6.0,393217.69,-0.25,-3.97,6.126,5.997999999999999,5.906000000000001,387167.22,306713.26,256117.07,4.52
180,2020-01-07,6.16,6.33,6.3,6.1,485565.25,0.18,2.94,6.072,5.971,5.894,342004.21,279318.6,257182.99,5.58
181,2020-01-06,6.14,6.22,6.12,6.04,307517.75,-0.03,-0.49,5.982,5.909,5.862,296437.23,249831.18,246403.15,3.53
182,2020-01-03,6.03,6.27,6.15,5.98,388686.81,0.14,2.33,5.922000000000001,5.877999999999999,5.834,286591.57,239298.43,238407.15,4.46
183,2020-01-02,5.82,6.13,6.01,5.81,360848.62,0.23,3.98,5.8839999999999995,5.859,5.801,250685.1,219818.77,228090.75,4.14
184,2019-12-31,5.85,5.92,5.78,5.73,167402.62,-0.07,-1.2,5.87,5.852,5.769,226259.3,207541.27,214132.26,1.92
185,2019-12-30,5.75,5.92,5.85,5.68,257730.36,0.03,0.52,5.87,5.87,5.749,216632.99,222458.63,211168.7,2.96
186,2019-12-27,5.97,6.01,5.82,5.8,258289.44,-0.14,-2.35,5.836,5.872000000000001,5.727,203225.13,218583.3,203638.03,2.97
187,2019-12-26,5.96,6.02,5.96,5.84,209154.48,0.02,0.34,5.834,5.8629999999999995,5.707999999999999,192005.28,213814.62,195411.73,2.4
